Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes	sample_id	group	workflow
concoct_marine_sample_6_bin.106_sub	99.98	0.62	Neural Network (Specific Model)	11	0.906	83665	338.0536076499565	3858660	0.35	3451	None	marine_sample_6	marine	MetaflowX
concoct_marine_sample_6_bin.116	90.68	1.57	Neural Network (Specific Model)	11	0.917	8468	308.36373873873873	3574776	0.4	3552	None	marine_sample_6	marine	MetaflowX
concoct_marine_sample_6_bin.124_sub	91.42	0.19	Neural Network (Specific Model)	11	0.901	8649	289.0716019417476	3167926	0.68	3296	None	marine_sample_6	marine	MetaflowX
concoct_marine_sample_6_bin.45_sub	77.64	3.95	Neural Network (Specific Model)	11	0.867	4777	272.09211420802177	2763894	0.55	2942	None	marine_sample_6	marine	MetaflowX
concoct_marine_sample_7_bin.54_sub	99.33	1.2	Neural Network (Specific Model)	11	0.868	47491	300.6527733247836	3234566	0.64	3119	None	marine_sample_7	marine	MetaflowX
concoct_marine_sample_7_bin.97_sub	75.95	2.97	Neural Network (Specific Model)	11	0.873	5473	299.3334226031066	3834227	0.42	3734	None	marine_sample_7	marine	MetaflowX
concoct_marine_sample_8_bin.71_sub	65.11	0.25	Neural Network (Specific Model)	11	0.889	4258	264.8246924428822	2031147	0.33	2276	None	marine_sample_8	marine	MetaflowX
concoct_marine_sample_8_bin.83	99.71	0.53	Neural Network (Specific Model)	11	0.868	15002	320.7675062972292	4394639	0.54	3970	None	marine_sample_8	marine	MetaflowX
concoct_marine_sample_8_bin.92_sub	99.29	0.69	Neural Network (Specific Model)	11	0.574	61762	350.1285537700865	1478353	0.34	809	None	marine_sample_8	marine	MetaflowX
concoct_marine_sample_9_bin.29	93.34	0.83	Neural Network (Specific Model)	11	0.876	9871	303.8394718554552	2989394	0.45	2878	None	marine_sample_9	marine	MetaflowX
concoct_marine_sample_9_bin.50	89.52	0.88	Neural Network (Specific Model)	11	0.94	9548	311.75093555093554	2384572	0.61	2405	None	marine_sample_9	marine	MetaflowX
concoct_marine_sample_9_bin.65	98.08	0.1	Neural Network (Specific Model)	11	0.893	94183	238.30826369545036	1720127	0.32	2154	None	marine_sample_9	marine	MetaflowX
concoct_marine_sample_9_bin.82_sub	99.74	0.21	Neural Network (Specific Model)	11	0.844	215038	311.1963906581741	4159298	0.66	3768	None	marine_sample_9	marine	MetaflowX
marine_sample_0_MetaDecoder:concoct.104	51.53	7.36	Gradient Boost (General Model)	11	0.879	2685	261.51592797783934	2573941	0.52	2888	None	marine_sample_0	marine	MetaflowX
marine_sample_0_MetaDecoder:concoct.3	99.98	0.34	Neural Network (Specific Model)	11	0.87	3481680	308.25873493975905	3522099	0.5	3320	None	marine_sample_0	marine	MetaflowX
marine_sample_0_MetaDecoder:concoct.31	99.94	0.9	Neural Network (Specific Model)	11	0.866	59776	303.5132042253521	3578879	0.64	3408	None	marine_sample_0	marine	MetaflowX
marine_sample_0_MetaDecoder:concoct.33	52.26	8.33	Neural Network (Specific Model)	11	0.888	25455	325.7363471971067	3039207	0.39	2765	None	marine_sample_0	marine	MetaflowX
marine_sample_0_MetaDecoder:concoct.50	82.1	0.11	Neural Network (Specific Model)	11	0.872	12443	308.1649959360607	3909333	0.48	3691	None	marine_sample_0	marine	MetaflowX
marine_sample_0_MetaDecoder:concoct.61	77.81	1.42	Neural Network (Specific Model)	11	0.9	5958	305.9765625	3390404	0.36	3328	None	marine_sample_0	marine	MetaflowX
marine_sample_0_MetaDecoder:concoct.72	69.86	0.83	Neural Network (Specific Model)	11	0.898	4668	268.0502415458937	3699639	0.66	4140	None	marine_sample_0	marine	MetaflowX
marine_sample_0_MetaDecoder:concoct.76	73.13	0.01	Neural Network (Specific Model)	11	0.893	4746	249.74791583961888	2106584	0.53	2519	None	marine_sample_0	marine	MetaflowX
marine_sample_0_MetaDecoder:concoct.77	75.93	0.27	Neural Network (Specific Model)	11	0.925	4855	272.9244444444444	3973133	0.65	4500	None	marine_sample_0	marine	MetaflowX
marine_sample_0_MetaDecoder:concoct.83	63.65	0.31	Neural Network (Specific Model)	11	0.866	4099	253.4340483797353	1920863	0.34	2191	None	marine_sample_0	marine	MetaflowX
marine_sample_0_MetaDecoder:concoct.89	50.54	0.38	Neural Network (Specific Model)	11	0.878	3360	239.94647452393207	1591369	0.63	1943	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder.11	99.99	0.2	Neural Network (Specific Model)	11	0.827	482145	291.93109970278306	3914341	0.27	3701	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder.12	100.0	0.05	Neural Network (Specific Model)	11	0.878	486560	323.8977200085233	5182863	0.69	4693	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder.13	100.0	0.19	Neural Network (Specific Model)	11	0.879	722249	348.2973121228744	4331401	0.45	3646	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder.15	99.53	0.0	Neural Network (Specific Model)	11	0.874	310359	338.9361326746648	3293190	0.45	2834	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder.17	99.99	1.03	Neural Network (Specific Model)	11	0.765	212589	301.21156558533147	5015738	0.43	4254	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder.19	100.0	1.14	Neural Network (Specific Model)	11	0.902	141828	334.0430811649147	6435716	0.68	5803	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder.2	100.0	0.0	Neural Network (Specific Model)	11	0.887	3899907	327.89400397840296	3899907	0.44	3519	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder.22	87.76	3.8	Neural Network (Specific Model)	11	0.9	55205	322.769255050505	3401818	0.47	3168	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder.24	99.78	0.07	Neural Network (Specific Model)	11	0.929	103815	285.5830721003135	2342679	0.6	2552	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder.26	77.3	3.39	Neural Network (Specific Model)	11	0.884	192856	323.839790897909	3570730	0.39	3252	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder.28	99.95	0.01	Neural Network (Specific Model)	11	0.87	99438	299.2098765432099	2337064	0.33	2268	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder.36	99.38	0.26	Neural Network (Specific Model)	11	0.926	22581	261.0162504954419	2122943	0.49	2523	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder.43	82.95	0.34	Neural Network (Specific Model)	11	0.868	25612	310.6734312416555	4014896	0.45	3745	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder.55	86.11	5.67	Neural Network (Specific Model)	11	0.874	6670	271.9366313309776	3953988	0.6	4245	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder.56	80.4	0.55	Neural Network (Specific Model)	11	0.884	14113	308.49466310873913	3135402	0.48	2998	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder.57	75.87	0.24	Neural Network (Specific Model)	11	0.88	12371	298.2652927706902	3104719	0.44	3057	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder.6	99.98	0.1	Neural Network (Specific Model)	11	0.93	2238484	311.58057395143487	2269079	0.68	2265	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder.67	79.44	0.54	Neural Network (Specific Model)	11	0.917	5822	280.68200455580865	2010635	0.72	2195	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder.69	71.7	0.5	Neural Network (Specific Model)	11	0.902	4923	283.1466819659591	4917766	0.71	5229	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder.7	99.87	0.22	Neural Network (Specific Model)	11	0.915	1859366	285.761426418885	1859366	0.43	1991	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder.8	100.0	0.04	Neural Network (Specific Model)	11	0.954	1739483	327.64935064935065	1739483	0.63	1694	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder:concoct.18	99.99	1.56	Neural Network (Specific Model)	11	0.886	97385	315.6929165017808	5395127	0.46	5054	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder:concoct.32	99.94	0.62	Neural Network (Specific Model)	11	0.872	57698	327.6940104166667	4319899	0.57	3840	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder:concoct.44	93.98	1.43	Neural Network (Specific Model)	11	0.896	19463	306.4866255144033	4981283	0.55	4860	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder:concoct.65	62.9	2.49	Neural Network (Specific Model)	11	0.887	6337	282.7197617197617	3687511	0.46	3861	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder:concoct.75	67.35	6.08	Neural Network (Specific Model)	11	0.895	4459	235.4011799410029	1597295	0.54	2034	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:MetaDecoder:concoct.77	51.85	1.52	Neural Network (Specific Model)	11	0.891	4010	307.9511268675614	4087874	0.34	3949	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:concoct.2	99.9	0.36	Neural Network (Specific Model)	11	0.844	4048866	313.4274583557227	4137401	0.66	3722	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:concoct.23	99.94	3.31	Neural Network (Specific Model)	11	0.877	101448	339.0972850678733	4608511	0.45	3978	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:concoct.24	100.0	0.02	Neural Network (Specific Model)	11	0.857	106998	324.3954027836356	5379375	0.44	4742	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:concoct.28	99.99	0.15	Neural Network (Specific Model)	11	0.86	94493	298.31667302556275	2719280	0.49	2621	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:concoct.35	99.86	0.28	Neural Network (Specific Model)	11	0.813	39367	304.07948990435705	5268493	0.43	4705	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:concoct.36	99.8	0.0	Neural Network (Specific Model)	11	0.872	38032	319.06287827841294	3260795	0.45	2974	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:concoct.39	95.96	0.93	Neural Network (Specific Model)	11	0.886	17859	306.0639139029212	4708776	0.52	4553	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:concoct.43	95.57	0.33	Neural Network (Specific Model)	11	0.868	20811	345.98372513562384	3960974	0.54	3318	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:concoct.46	95.02	0.55	Neural Network (Specific Model)	11	0.898	19890	315.0284890010819	2914662	0.34	2773	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:concoct.58	60.08	0.72	Neural Network (Specific Model)	11	0.853	7698	294.6188710341986	2512478	0.38	2427	None	marine_sample_0	marine	MetaflowX
marine_sample_0_semibin2:concoct.76	53.51	2.02	Neural Network (Specific Model)	11	0.81	3937	256.029284164859	873194	0.31	922	None	marine_sample_0	marine	MetaflowX
marine_sample_1_MetaDecoder:concoct.107	55.41	0.25	Neural Network (Specific Model)	11	0.928	3548	274.4840948525159	1531394	0.71	1729	None	marine_sample_1	marine	MetaflowX
marine_sample_1_MetaDecoder:concoct.110	53.27	0.54	Neural Network (Specific Model)	11	0.892	3423	241.568992248062	1566970	0.53	1935	None	marine_sample_1	marine	MetaflowX
marine_sample_1_MetaDecoder:concoct.44	70.17	5.04	Neural Network (Specific Model)	11	0.914	28903	316.26666666666665	3045991	0.58	2940	None	marine_sample_1	marine	MetaflowX
marine_sample_1_MetaDecoder:concoct.46	88.41	0.28	Neural Network (Specific Model)	11	0.87	33302	317.9089446589447	3400770	0.45	3108	None	marine_sample_1	marine	MetaflowX
marine_sample_1_MetaDecoder:concoct.84	51.94	1.07	Neural Network (Specific Model)	11	0.866	4715	283.6742026645136	2432684	0.42	2477	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.10	100.0	0.04	Neural Network (Specific Model)	11	0.954	1739483	327.9208037825059	1739483	0.63	1692	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.11	99.92	0.02	Neural Network (Specific Model)	11	0.558	1518601	354.693851944793	1518601	0.35	797	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.13	100.0	1.61	Neural Network (Specific Model)	11	0.884	931640	334.94126637554587	5197659	0.41	4580	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.17	100.0	0.26	Neural Network (Specific Model)	11	0.865	442905	307.4742207981357	3653313	0.64	3433	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.2	99.98	0.34	Neural Network (Specific Model)	11	0.87	3481681	308.17856067449566	3522072	0.5	3321	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.23	99.96	0.12	Neural Network (Specific Model)	11	0.916	192123	314.7864983534577	1876153	0.31	1822	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.24	100.0	0.04	Neural Network (Specific Model)	11	0.869	107448	300.9867860187553	2433842	0.33	2346	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.28	96.29	1.88	Neural Network (Specific Model)	11	0.87	84425	298.5654347826087	4724815	0.52	4600	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.29	99.97	0.02	Neural Network (Specific Model)	11	0.834	98648	334.0796296296296	3243383	0.43	2700	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.36	83.95	0.34	Neural Network (Specific Model)	11	0.899	47377	321.0806289729006	3196563	0.46	2989	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.4	100.0	0.0	Neural Network (Specific Model)	11	0.887	3455652	327.89400397840296	3899899	0.44	3519	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.51	88.99	0.85	Neural Network (Specific Model)	11	0.874	16707	253.75912137006705	2331175	0.53	2686	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.57	59.21	1.46	Neural Network (Specific Model)	11	0.879	11269	300.77974044700795	2845351	0.39	2774	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.66	88.11	0.42	Neural Network (Specific Model)	11	0.89	7492	289.13049482163404	4225866	0.52	4345	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.69	88.15	0.13	Neural Network (Specific Model)	11	0.901	7163	288.2182496161439	4369011	0.55	4559	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.7	100.0	0.54	Neural Network (Specific Model)	11	0.871	2639670	332.00431832202344	3702850	0.45	3242	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.71	77.18	1.59	Neural Network (Specific Model)	11	0.9	5893	283.27203219315896	2343699	0.34	2485	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.75	79.47	1.16	Neural Network (Specific Model)	11	0.89	7809	275.880376344086	2764476	0.63	2976	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.8	100.0	0.19	Neural Network (Specific Model)	11	0.913	2562268	306.0207598903251	2562268	0.44	2553	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.83	75.29	1.71	Neural Network (Specific Model)	11	0.898	5674	279.0981293075156	2836423	0.5	3047	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.85	60.33	1.24	Neural Network (Specific Model)	11	0.849	4793	277.03822314049586	2840673	0.38	2904	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.87	68.16	6.91	Neural Network (Specific Model)	11	0.901	5579	228.28912934071465	3001290	0.58	3974	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder.9	100.0	0.06	Neural Network (Specific Model)	11	0.921	2363185	320.4933862433862	2363185	0.42	2268	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder:concoct.16	100.0	0.71	Neural Network (Specific Model)	11	0.864	336086	334.9577197149644	4893671	0.48	4210	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder:concoct.91	65.14	2.06	Neural Network (Specific Model)	11	0.839	4372	220.41913439635536	1721966	0.51	2195	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:MetaDecoder:concoct.92	53.57	0.19	Neural Network (Specific Model)	11	0.892	3455	243.44915254237287	1927549	0.42	2360	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:concoct.13	99.99	0.58	Neural Network (Specific Model)	11	0.852	1667155	260.3127392017496	1667155	0.54	1829	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:concoct.22	99.75	0.71	Neural Network (Specific Model)	11	0.844	98540	308.422995220393	4120430	0.66	3766	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:concoct.23	100.0	1.72	Neural Network (Specific Model)	11	0.858	106985	324.1897916666667	5437952	0.44	4800	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:concoct.33	99.6	1.42	Neural Network (Specific Model)	11	0.87	63456	329.9144667370644	4299758	0.57	3788	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:concoct.34	100.0	1.15	Neural Network (Specific Model)	11	0.841	72464	308.23986486486484	3573496	0.47	3256	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:concoct.37	99.96	0.84	Neural Network (Specific Model)	11	0.874	46393	328.58760387811634	3254203	0.45	2888	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:concoct.38	84.03	3.19	Neural Network (Specific Model)	11	0.852	19593	319.29049344856423	4026459	0.47	3587	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:concoct.39	87.0	0.38	Neural Network (Specific Model)	11	0.556	24964	326.9080459770115	1378641	0.34	783	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:concoct.4	100.0	0.75	Neural Network (Specific Model)	11	0.884	3463058	320.4735996787793	5409402	0.45	4981	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:concoct.40	98.79	0.85	Neural Network (Specific Model)	11	0.888	21571	362.5946567586695	6919144	0.35	5652	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:concoct.53	93.31	1.89	Neural Network (Specific Model)	11	0.906	9564	301.5636363636364	3728868	0.58	3740	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:concoct.56	68.79	1.01	Neural Network (Specific Model)	11	0.908	13646	306.18859649122805	1844045	0.44	1824	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:concoct.61	83.67	0.81	Neural Network (Specific Model)	11	0.865	7624	315.17512376237624	3528990	0.54	3232	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:concoct.65	70.7	5.67	Neural Network (Specific Model)	11	0.887	8448	304.75309515387335	2910984	0.48	2827	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:concoct.71	66.81	8.53	Neural Network (Specific Model)	11	0.887	7173	286.2764378478664	3127526	0.45	3234	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:concoct.76	53.32	4.31	Neural Network (Specific Model)	11	0.867	6333	273.1173878205128	2355033	0.45	2496	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:concoct.83	59.01	7.89	Neural Network (Specific Model)	11	0.89	3997	281.4212283044059	2839830	0.45	2996	None	marine_sample_1	marine	MetaflowX
marine_sample_1_semibin2:concoct.99	52.72	0.25	Neural Network (Specific Model)	11	0.899	3589	259.0686774941996	1859667	0.68	2155	None	marine_sample_1	marine	MetaflowX
marine_sample_2_MetaDecoder:concoct.101	57.13	0.62	Neural Network (Specific Model)	11	0.872	3644	240.5564480142793	1850748	0.53	2241	None	marine_sample_2	marine	MetaflowX
marine_sample_2_MetaDecoder:concoct.22	100.0	0.01	Neural Network (Specific Model)	11	0.869	107433	301.75991379310346	2413205	0.33	2320	None	marine_sample_2	marine	MetaflowX
marine_sample_2_MetaDecoder:concoct.44	83.59	7.34	Neural Network (Specific Model)	11	0.867	10107	303.83977476324543	4101342	0.48	3907	None	marine_sample_2	marine	MetaflowX
marine_sample_2_MetaDecoder:concoct.47	52.22	0.43	Neural Network (Specific Model)	11	0.887	17213	308.0576676633917	2436278	0.45	2341	None	marine_sample_2	marine	MetaflowX
marine_sample_2_MetaDecoder:concoct.61	56.03	0.61	Neural Network (Specific Model)	11	0.914	5951	278.20117275597653	2022046	0.65	2217	None	marine_sample_2	marine	MetaflowX
marine_sample_2_MetaDecoder:concoct.62	69.63	2.13	Neural Network (Specific Model)	11	0.851	8082	294.1459096459096	3393697	0.47	3276	None	marine_sample_2	marine	MetaflowX
marine_sample_2_MetaDecoder:concoct.78	78.05	1.3	Neural Network (Specific Model)	11	0.865	5218	263.1628787878788	1921358	0.49	2112	None	marine_sample_2	marine	MetaflowX
marine_sample_2_MetaDecoder:concoct.80	78.51	0.25	Neural Network (Specific Model)	11	0.928	5273	233.5875	1742700	0.49	2320	None	marine_sample_2	marine	MetaflowX
marine_sample_2_MetaDecoder:concoct.83	73.25	1.48	Neural Network (Specific Model)	11	0.875	5429	287.48690671031096	2405808	0.45	2444	None	marine_sample_2	marine	MetaflowX
marine_sample_2_MetaDecoder:concoct.90	58.25	0.16	Neural Network (Specific Model)	11	0.921	3829	266.19193324061195	1867478	0.45	2157	None	marine_sample_2	marine	MetaflowX
marine_sample_2_MetaDecoder:concoct.91	57.78	0.02	Neural Network (Specific Model)	11	0.891	3693	243.77694820345312	1753134	0.53	2143	None	marine_sample_2	marine	MetaflowX
marine_sample_2_MetaDecoder:concoct.98	63.02	1.11	Neural Network (Specific Model)	11	0.905	3738	270.66362064707334	3623151	0.68	4049	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:MetaDecoder.0	100.0	0.3	Neural Network (Specific Model)	11	0.905	4059837	338.0788095894186	4059837	0.58	3629	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:MetaDecoder.10	99.92	0.02	Neural Network (Specific Model)	11	0.558	1518599	354.6750313676286	1518599	0.35	797	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:MetaDecoder.11	99.95	0.04	Neural Network (Specific Model)	11	0.574	1173618	355.6428571428572	1481079	0.34	798	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:MetaDecoder.13	100.0	0.0	Neural Network (Specific Model)	11	0.887	408088	326.91924057806744	3899663	0.44	3529	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:MetaDecoder.23	93.25	2.19	Neural Network (Specific Model)	11	0.901	56514	322.1132409318785	3632752	0.47	3391	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:MetaDecoder.3	100.0	0.76	Neural Network (Specific Model)	11	0.885	1888880	320.17992730210017	5365322	0.46	4952	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:MetaDecoder.32	99.25	1.0	Neural Network (Specific Model)	11	0.872	40441	324.0261437908497	4255336	0.57	3825	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:MetaDecoder.39	99.09	1.4	Neural Network (Specific Model)	11	0.886	23054	308.44605263157894	4752183	0.52	4560	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:MetaDecoder.41	90.71	0.61	Neural Network (Specific Model)	11	0.9	15476	310.3337245696401	2642018	0.34	2556	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:MetaDecoder.47	87.59	1.91	Neural Network (Specific Model)	11	0.872	10261	302.4392731909468	3258257	0.45	3137	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:MetaDecoder.58	87.26	0.93	Neural Network (Specific Model)	11	0.853	7170	278.22329835889155	3630187	0.62	3717	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:MetaDecoder.6	100.0	0.99	Neural Network (Specific Model)	11	0.876	1913338	320.3650465356774	3176192	0.57	2901	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:MetaDecoder.66	73.47	0.93	Neural Network (Specific Model)	11	0.89	5114	255.63585083046067	2744851	0.42	3191	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:MetaDecoder.68	55.32	4.36	Neural Network (Specific Model)	11	0.854	5391	283.1510941299062	2859241	0.45	2879	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:MetaDecoder.69	73.25	1.44	Neural Network (Specific Model)	11	0.888	4993	277.24543946932005	3382620	0.63	3618	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:MetaDecoder.75	66.34	3.22	Neural Network (Specific Model)	11	0.831	5078	274.1813819577735	2060873	0.44	2084	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:MetaDecoder.9	99.93	0.36	Neural Network (Specific Model)	11	0.844	660910	313.187969924812	4137245	0.66	3724	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:MetaDecoder.90	50.8	3.67	Neural Network (Specific Model)	11	0.897	3861	258.7024700598802	2307507	0.6	2672	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:MetaDecoder:concoct.76	50.37	0.64	Neural Network (Specific Model)	11	0.912	3919	256.5495207667732	1844966	0.63	2191	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:MetaDecoder:concoct.83	50.98	2.6	Neural Network (Specific Model)	11	0.911	3822	271.69522534582774	2001004	0.61	2241	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:concoct.17	99.88	0.62	Neural Network (Specific Model)	11	0.872	85638	278.7811366384522	1580385	0.4	1654	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:concoct.18	99.99	1.34	Neural Network (Specific Model)	11	0.896	91415	349.84237995824634	4482289	0.35	3832	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:concoct.2	99.98	0.34	Neural Network (Specific Model)	11	0.87	3481653	308.2620481927711	3522065	0.5	3320	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:concoct.33	99.92	0.16	Neural Network (Specific Model)	11	0.877	29499	279.9423019431988	3199830	0.49	3345	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:concoct.34	99.85	3.87	Neural Network (Specific Model)	11	0.884	14966	311.6350116847249	4965351	0.41	4707	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:concoct.37	84.53	0.42	Neural Network (Specific Model)	11	0.907	13205	299.4601487778959	3719001	0.6	3764	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:concoct.40	81.58	4.45	Neural Network (Specific Model)	11	0.878	19565	323.9161383285303	3838636	0.45	3470	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:concoct.42	93.99	0.75	Neural Network (Specific Model)	11	0.917	15357	298.757328990228	1797716	0.31	1842	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:concoct.50	66.04	0.89	Neural Network (Specific Model)	11	0.875	7892	281.03034901365703	3170293	0.44	3295	None	marine_sample_2	marine	MetaflowX
marine_sample_2_semibin2:concoct.51	78.61	1.98	Neural Network (Specific Model)	11	0.904	7168	314.3704850361197	3028281	0.32	2907	None	marine_sample_2	marine	MetaflowX
