BinID	GTDB_taxonomy	fastani_reference	Completeness	Contamination	Group
bin.413	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia sp000508865	GCA_000508865.1	95.68	1.1	MetaflowX
bin.414	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I ramulus	GCF_000469345.1	93.36	0	MetaflowX
bin.415	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	GCF_900099625.1	73.73	0.6	MetaflowX
bin.416	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hominisplanchenecus;s__Hominisplanchenecus faecis	GCF_020687205.1	97.43	0.01	MetaflowX
bin.417	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__PeH17;s__PeH17 sp000435055	GCA_000435055.1	95.86	1.34	MetaflowX
bin.418	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp003447235	GCA_003447235.1	99.12	0.12	MetaflowX
bin.419	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp003491505	GCF_003477605.1	99.95	0.04	MetaflowX
bin.420	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ innocuum	GCF_012317185.1	91.58	2.25	MetaflowX
bin.421	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oliverpabstia;s__Oliverpabstia sp000432335	GCA_000432335.1	100	6.77	MetaflowX
bin.422	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	GCF_000265365.1	99.99	0.38	MetaflowX
bin.423	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella_A;s__Veillonella_A sp000431435	GCF_023051165.1	98.37	0.2	MetaflowX
bin.424	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp900549945	GCA_900549945.1	98.19	5.94	MetaflowX
bin.425	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes hadrus	GCF_000332875.2	99.79	2.4	MetaflowX
bin.426	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera massiliensis	GCF_000455225.1	99.96	0	MetaflowX
bin.427	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus	GCF_001314995.1	94.87	2.35	MetaflowX
bin.428	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	GCF_003697165.2	100	0.01	MetaflowX
L4_102_000M1_bin.10	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__CAG-245 sp000435175	GCA_000435175.1	100	1.24	MetaWRAP
L4_102_000M1_bin.20	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp900546075	GCA_900546075.1	83.29	2.01	MetaWRAP
L4_102_000M1_bin.27	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1212;f__UBA1255;g__Egerieisoma;s__Egerieisoma sp900552695	GCA_900761125.1	96.25	0.02	MetaWRAP
L4_102_000M1_bin.31	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Onthomonas;s__	N/A	53.31	0.01	MetaWRAP
L4_102_000M1_bin.39	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAZU01;s__CAZU01 sp000432275	GCA_000432275.1	100	0.19	MetaWRAP
L4_102_000M1_bin.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp902363575	GCA_902363575.1	95.25	2.11	MetaWRAP
L4_102_000M1_bin.41	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__CAG-238 sp900542245	GCA_900542245.1	77.13	2.45	MetaWRAP
L4_102_000M1_bin.50	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__Choladousia sp902363135	GCA_902363135.1	79.57	0.72	MetaWRAP
L4_102_000M1_bin.52	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides cellulosilyticus	GCF_000158035.1	94.19	0.93	MetaWRAP
L4_102_000M1_bin.53	d__Bacteria;p__Bacillota;c__Bacilli;o__ML615J-28;f__CAG-313;g__CAG-313;s__CAG-313 sp900539265	GCA_900539265.1	98.22	0.33	MetaWRAP
L4_102_000M1_bin.54	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Alectryocaccomicrobium;s__Alectryocaccomicrobium faecavium	GCA_900754755.1	69.92	0.12	MetaWRAP
L4_102_000M1_bin.58	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Pseudoruminococcus;s__Pseudoruminococcus massiliensis	GCF_900291955.1	99.89	0.84	MetaWRAP
L4_102_000M1_bin.5	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyribacter;s__Butyribacter sp003524945	GCF_003478445.1	92.12	0.59	MetaWRAP
L4_102_000M1_bin.62	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Acetatifactor;s__Acetatifactor sp900066565	GCA_003584705.1	96.3	0.43	MetaWRAP
L4_102_000M1_bin.64	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A	GCF_001404675.1	99.07	0.86	MetaWRAP
L4_102_000M1_bin.65	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-314;g__CAG-314;s__CAG-314 sp000437915	GCA_000437915.1	94.77	0	MetaWRAP
L4_102_000M1_bin.69	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp900539115	GCA_900539115.1	92.76	0.01	MetaWRAP
L4_102_000M1_bin.79	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides salyersiae	GCF_000381365.1	71.15	0.1	MetaWRAP
L4_102_000M1_bin.85	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__UBA1394 sp900066845	GCA_902362965.1	99.99	1.24	MetaWRAP
L4_102_000M1_bin.86	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp900544975	GCA_900544975.1	99.45	2.62	MetaWRAP
L4_171_000M1_bin.13	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	GCA_025145845.1	94.34	0.47	MetaWRAP
L4_171_000M1_bin.14	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus sp900549885	GCA_900549885.1	54.93	1.81	MetaWRAP
L4_171_000M1_bin.18	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Parasutterella;s__Parasutterella excrementihominis	GCF_000205025.1	98.99	0.56	MetaWRAP
L4_171_000M1_bin.20	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus animalis	GCF_001434535.1	99.94	0.14	MetaWRAP
L4_171_000M1_bin.21	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus colihominis	GCA_025146135.1	93.99	1.38	MetaWRAP
L4_171_000M1_bin.24	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter asaccharolyticus	GCA_003112755.1	75.81	0.41	MetaWRAP
L4_171_000M1_bin.25	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum sp001304995	GCA_001304995.1	94.09	0	MetaWRAP
L4_171_000M1_bin.27	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Thomasclavelia;s__Thomasclavelia spiroformis	GCA_025149465.1	99.32	0.66	MetaWRAP
L4_171_000M1_bin.2	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A hydrogenotrophica	GCF_000157975.1	98.14	0.9	MetaWRAP
L4_171_000M1_bin.31	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	GCF_000190535.1	87.25	0.14	MetaWRAP
L4_171_000M1_bin.32	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena	GCA_025150085.1	90.93	0.52	MetaWRAP
L4_171_000M1_bin.37	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Caccousia;s__Caccousia sp900752115	GCA_900752115.1	95.23	0.61	MetaWRAP
L4_171_000M1_bin.39	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania filiformis	GCF_000157995.1	87.58	3.22	MetaWRAP
L4_171_000M1_bin.44	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Copromonas;s__Copromonas sp000435795	GCA_014385265.1	95.92	0.31	MetaWRAP
L4_171_000M1_bin.46	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma stercorigallinarum	GCA_900549005.1	95.56	0.05	MetaWRAP
L4_171_000M1_bin.47	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__QAND01;g__UMGS1975;s__UMGS1975 sp900751745	GCA_905188085.1	77.42	2.02	MetaWRAP
L4_171_000M1_bin.48	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp003480915	GCF_003480915.1	99.92	0.47	MetaWRAP
L4_171_000M1_bin.50	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella tayi	GCF_001881565.1	88.52	6.35	MetaWRAP
L4_171_000M1_bin.51	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas butyriciproducens	GCF_004154955.1	88.3	1.03	MetaWRAP
L4_171_000M1_bin.52	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter urolithinfaciens	GCF_900199375.1	76.09	4.84	MetaWRAP
L4_171_000M1_bin.53	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__QAMM01;s__QAMM01 sp900552945	GCA_900552945.1	98.88	1.66	MetaWRAP
L4_171_000M1_bin.57	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter laneus	GCF_000243215.1	92.6	1.06	MetaWRAP
L4_171_000M1_bin.5	d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira aalborgi	GCF_008016455.1	99.89	0.3	MetaWRAP
L4_171_000M1_bin.60	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__Borkfalkia ceftriaxoniphila	GCF_004134775.1	94.11	5.68	MetaWRAP
L4_171_000M1_bin.62	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__Pseudoflavonifractor sp014287675	GCF_014287675.1	58.28	3.24	MetaWRAP
L4_171_000M1_bin.69	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_M	GCF_015560765.1	99.93	2.23	MetaWRAP
L4_171_000M1_bin.75	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA3818;s__UBA3818 sp900557155	GCA_934875375.1	59.12	1.38	MetaWRAP
L4_174_000M1_bin.10	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp000434635	GCA_000434635.1	91.6	1.01	MetaWRAP
L4_174_000M1_bin.12	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	GCF_000153925.1	97.54	0.91	MetaWRAP
L4_174_000M1_bin.14	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__Pseudoflavonifractor sp014287675	GCF_014287675.1	97.29	2.79	MetaWRAP
L4_174_000M1_bin.19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	GCA_025147485.1	99.92	0.75	MetaWRAP
L4_174_000M1_bin.20	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__KLE1615;s__KLE1615 sp900066985	GCA_003478935.1	99.28	0.81	MetaWRAP
L4_174_000M1_bin.22	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp900544615	GCA_900544615.1	80.35	2.6	MetaWRAP
L4_174_000M1_bin.25	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Faecivicinus;s__Faecivicinus sp900553265	GCA_900553265.1	93.78	1.92	MetaWRAP
L4_174_000M1_bin.26	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	GCF_000196555.1	99.98	0.08	MetaWRAP
L4_174_000M1_bin.30	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp900317525	GCF_018918025.1	88.68	3.23	MetaWRAP
L4_174_000M1_bin.31	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA1685;s__UBA1685 sp002320595	GCA_002320595.1	92.79	0.67	MetaWRAP
L4_174_000M1_bin.33	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900553545	GCA_900553545.1	58.57	2.42	MetaWRAP
L4_174_000M1_bin.34	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp000435555	GCA_000435555.1	95.8	1.18	MetaWRAP
L4_174_000M1_bin.38	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Ventricola;s__Ventricola sp900542445	GCA_900542445.1	96.5	0.9	MetaWRAP
L4_174_000M1_bin.3	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__Limiplasma;s__Limiplasma merdipullorum	GCA_900540045.1	90.43	1.81	MetaWRAP
L4_174_000M1_bin.43	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp900547385	GCA_900547385.1	95.93	0.31	MetaWRAP
L4_174_000M1_bin.44	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900541695	GCA_900541695.1	95.05	3.05	MetaWRAP
L4_174_000M1_bin.45	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella merdigallinarum	GCF_002159975.1	99.45	0.02	MetaWRAP
L4_174_000M1_bin.47	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter_A;s__Methanobrevibacter_A smithii	GCF_000016525.1	99.97	0.21	MetaWRAP
L4_174_000M1_bin.50	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__Woodwardibium;s__Woodwardibium sp900760275	GCA_900760275.1	97.11	0.28	MetaWRAP
L4_174_000M1_bin.60	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A sp900066355	GCA_900066355.1	68.96	1.33	MetaWRAP
L4_174_000M1_bin.65	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	N/A	99.58	0	MetaWRAP
L4_174_000M1_bin.7	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Choladousia;s__Choladousia sp902363665	GCA_902363665.1	85.03	0.27	MetaWRAP
L4_174_000M1_bin.8	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245	GCA_004557245.1	96.86	0.47	MetaWRAP
L5_022_000M1_bin.10	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	GCA_003096535.1	100	0.76	MetaWRAP
L5_022_000M1_bin.17	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	GCF_900537995.1	89.28	1.44	MetaWRAP
L5_022_000M1_bin.29	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus;s__Monoglobus pectinilyticus	GCF_002874775.1	99.65	0.31	MetaWRAP
L5_022_000M1_bin.30	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus	GCF_000160055.1	99.98	0.15	MetaWRAP
L5_022_000M1_bin.31	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp000433735	GCA_000433735.1	95.07	0.35	MetaWRAP
L5_022_000M1_bin.34	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ventrimonas;s__Ventrimonas sp003478505	GCF_003478505.1	80.45	4.37	MetaWRAP
L5_022_000M1_bin.43	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	GCF_020687245.1	85.25	4.42	MetaWRAP
L5_022_000M1_bin.50	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes sp900066705	GCA_902362875.1	87	2.42	MetaWRAP
L5_022_000M1_bin.51	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA1417;s__UBA1417 sp003531055	GCA_021029595.1	99.74	0.56	MetaWRAP
L5_022_000M1_bin.5	d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__Merdicola;s__Merdicola sp018371855	GCA_018371855.1	100	3.41	MetaWRAP
L5_022_000M1_bin.6	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia sp001580195	GCF_018847895.1	100	0.12	MetaWRAP
L5_038_000M1_bin.10	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA11774;s__UBA11774 sp003507655	GCA_003507655.1	79.88	0.89	MetaWRAP
L5_038_000M1_bin.11	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Ottowia;s__Ottowia sp018060485	GCA_018060485.1	100	1.51	MetaWRAP
L5_038_000M1_bin.14	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Emticicia;s__	N/A	99.42	0.34	MetaWRAP
L5_038_000M1_bin.17	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus intestini	GCF_000425045.1	99.98	0.26	MetaWRAP
L5_038_000M1_bin.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius	GCF_000187895.1	71.86	0.3	MetaWRAP
L5_038_000M1_bin.23	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella clara	GCF_000233955.1	99.99	2.84	MetaWRAP
L5_038_000M1_bin.37	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	GCA_004000625.1	99.84	0.34	MetaWRAP
L5_038_000M1_bin.41	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D casseliflavus	GCF_001544095.1	77.69	1.05	MetaWRAP
L5_038_000M1_bin.43	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Comamonas;s__Comamonas tsuruhatensis	GCF_001571325.1	86.42	0.19	MetaWRAP
L5_038_000M1_bin.44	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter lactaris	GCA_025152405.1	81.93	0.28	MetaWRAP
L5_038_000M1_bin.48	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Leucobacter;s__Leucobacter sp002336855	GCA_002336855.1	55.44	2	MetaWRAP
L5_038_000M1_bin.4	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CAG-274;s__CAG-274 sp000432155	GCA_000432155.1	98.09	0.22	MetaWRAP
L5_038_000M1_bin.59	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	GCF_001406815.1	88.47	1.35	MetaWRAP
L5_038_000M1_bin.61	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__UBA1394 sp900538575	GCA_900538575.1	100	2.1	MetaWRAP
L5_038_000M1_bin.62	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375	GCA_000432375.1	98.59	1.37	MetaWRAP
L5_038_000M1_bin.65	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA1547;g__Microsaccharimonas;s__	N/A	62.45	2.17	MetaWRAP
L5_038_000M1_bin.66	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp018381235	GCA_018381235.1	92.94	1.92	MetaWRAP
L5_038_000M1_bin.6	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus qingshengii	GCF_023221595.1	70.13	2.31	MetaWRAP
L5_047_1096G1_bin.10	d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Coprobacillus;s__Coprobacillus cateniformis	GCF_009767585.1	99.15	0.87	MetaWRAP
L5_047_1096G1_bin.12	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__Pelethousia;s__Pelethousia sp900542615	GCA_900542615.1	95.55	0.22	MetaWRAP
L5_047_1096G1_bin.13	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UMGS946;s__UMGS946 sp900544965	GCA_900544965.1	97.82	0	MetaWRAP
L5_047_1096G1_bin.14	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1071;s__UMGS1071 sp900542375	GCA_900542375.1	98.63	0.52	MetaWRAP
L5_047_1096G1_bin.18	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila_B	GCF_018847375.1	100	0.23	MetaWRAP
L5_047_1096G1_bin.19	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium maltosivorans	GCF_002441855.2	99.95	0.75	MetaWRAP
L5_047_1096G1_bin.22	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	N/A	96.41	3.2	MetaWRAP
L5_047_1096G1_bin.24	d__Bacteria;p__Bacillota_B;c__Peptococcia;o__Peptococcales;f__Peptococcaceae;g__UMGS1590;s__UMGS1590 sp900552455	GCA_900552455.1	96.28	0.2	MetaWRAP
L5_047_1096G1_bin.25	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium merdipullorum	GCA_900546885.1	90.71	0.05	MetaWRAP
L5_047_1096G1_bin.26	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Lawsonella;s__Lawsonella sp018376445	GCA_018376445.1	99.98	0.08	MetaWRAP
L5_047_1096G1_bin.27	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAKXIK01;s__	N/A	72.55	0.62	MetaWRAP
L5_047_1096G1_bin.29	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella tanakaei	GCF_000225705.1	99.79	2.08	MetaWRAP
